location,technology,time_step,availability
BEL,SunPV,3717,0
BEL,SunPV,3718,0
BEL,SunPV,3719,0
BEL,SunPV,3720,0
BEL,SunPV,3721,0
BEL,SunPV,3722,0
BEL,SunPV,3723,0
BEL,SunPV,3724,0
BEL,SunPV,3725,0.007
BEL,SunPV,3726,0.067
BEL,SunPV,3727,0.211
BEL,SunPV,3728,0.386
BEL,SunPV,3729,0.54
BEL,SunPV,3730,0.664
BEL,SunPV,3731,0.751
BEL,SunPV,3732,0.796
BEL,SunPV,3733,0.806
BEL,SunPV,3734,0.741
BEL,SunPV,3735,0.612
BEL,SunPV,3736,0.396
BEL,SunPV,3737,0.219
BEL,SunPV,3738,0.129
BEL,SunPV,3739,0.058
BEL,SunPV,3740,0.005
BEL,SunPV,3741,0
BEL,SunPV,3742,0
BEL,SunPV,3743,0
BEL,SunPV,3744,0
BEL,SunPV,3745,0
BEL,SunPV,3746,0
BEL,SunPV,3747,0
BEL,SunPV,3748,0
BEL,SunPV,3749,0.008
BEL,SunPV,3750,0.069
BEL,SunPV,3751,0.158
BEL,SunPV,3752,0.276
BEL,SunPV,3753,0.415
BEL,SunPV,3754,0.553
BEL,SunPV,3755,0.679
BEL,SunPV,3756,0.775
BEL,SunPV,3757,0.823
BEL,SunPV,3758,0.803
BEL,SunPV,3759,0.73
BEL,SunPV,3760,0.613
BEL,SunPV,3761,0.461
BEL,SunPV,3762,0.29
BEL,SunPV,3763,0.127
BEL,SunPV,3764,0.017
BEL,SunPV,3765,0
BEL,SunPV,3766,0
BEL,SunPV,3767,0
BEL,SunPV,3768,0
BEL,SunPV,3769,0
BEL,SunPV,3770,0
BEL,SunPV,3771,0
BEL,SunPV,3772,0
BEL,SunPV,3773,0.008
BEL,SunPV,3774,0.072
BEL,SunPV,3775,0.21
BEL,SunPV,3776,0.396
BEL,SunPV,3777,0.551
BEL,SunPV,3778,0.673
BEL,SunPV,3779,0.738
BEL,SunPV,3780,0.761
BEL,SunPV,3781,0.777
BEL,SunPV,3782,0.739
BEL,SunPV,3783,0.674
BEL,SunPV,3784,0.568
BEL,SunPV,3785,0.44
BEL,SunPV,3786,0.28
BEL,SunPV,3787,0.123
BEL,SunPV,3788,0.017
BEL,SunPV,3789,0
BEL,SunPV,3790,0
BEL,SunPV,3791,0
BEL,SunPV,3792,0
BEL,SunPV,3793,0
BEL,SunPV,3794,0
BEL,SunPV,3795,0
BEL,SunPV,3796,0
BEL,SunPV,3797,0.01
BEL,SunPV,3798,0.087
BEL,SunPV,3799,0.225
BEL,SunPV,3800,0.363
BEL,SunPV,3801,0.492
BEL,SunPV,3802,0.617
BEL,SunPV,3803,0.705
BEL,SunPV,3804,0.734
BEL,SunPV,3805,0.736
BEL,SunPV,3806,0.698
BEL,SunPV,3807,0.637
BEL,SunPV,3808,0.525
BEL,SunPV,3809,0.39
BEL,SunPV,3810,0.255
BEL,SunPV,3811,0.103
BEL,SunPV,3812,0.016
BEL,SunPV,3813,0
BEL,SunPV,3814,0
BEL,SunPV,3815,0
BEL,SunPV,3816,0
BEL,SunPV,3817,0
BEL,SunPV,3818,0
BEL,SunPV,3819,0
BEL,SunPV,3820,0
BEL,SunPV,3821,0.009
BEL,SunPV,3822,0.077
BEL,SunPV,3823,0.212
BEL,SunPV,3824,0.378
BEL,SunPV,3825,0.491
BEL,SunPV,3826,0.565
BEL,SunPV,3827,0.568
BEL,SunPV,3828,0.583
BEL,SunPV,3829,0.611
BEL,SunPV,3830,0.611
BEL,SunPV,3831,0.564
BEL,SunPV,3832,0.496
BEL,SunPV,3833,0.388
BEL,SunPV,3834,0.256
BEL,SunPV,3835,0.115
BEL,SunPV,3836,0.018
BEL,SunPV,3837,0
BEL,SunPV,3838,0
BEL,SunPV,3839,0
BEL,SunPV,3840,0
BEL,SunPV,3841,0
BEL,SunPV,3842,0
BEL,SunPV,3843,0
BEL,SunPV,3844,0
BEL,SunPV,3845,0.008
BEL,SunPV,3846,0.081
BEL,SunPV,3847,0.225
BEL,SunPV,3848,0.397
BEL,SunPV,3849,0.558
BEL,SunPV,3850,0.686
BEL,SunPV,3851,0.751
BEL,SunPV,3852,0.772
BEL,SunPV,3853,0.786
BEL,SunPV,3854,0.733
BEL,SunPV,3855,0.661
BEL,SunPV,3856,0.572
BEL,SunPV,3857,0.447
BEL,SunPV,3858,0.288
BEL,SunPV,3859,0.126
BEL,SunPV,3860,0.018
BEL,SunPV,3861,0
BEL,SunPV,3862,0
BEL,SunPV,3863,0
BEL,SunPV,3864,0
BEL,SunPV,3865,0
BEL,SunPV,3866,0
BEL,SunPV,3867,0
BEL,SunPV,3868,0
BEL,SunPV,3869,0.01
BEL,SunPV,3870,0.082
BEL,SunPV,3871,0.228
BEL,SunPV,3872,0.395
BEL,SunPV,3873,0.547
BEL,SunPV,3874,0.662
BEL,SunPV,3875,0.74
BEL,SunPV,3876,0.776
BEL,SunPV,3877,0.778
BEL,SunPV,3878,0.738
BEL,SunPV,3879,0.672
BEL,SunPV,3880,0.57
BEL,SunPV,3881,0.438
BEL,SunPV,3882,0.28
BEL,SunPV,3883,0.123
BEL,SunPV,3884,0.019
BEL,SunPV,3885,0
BEL,SunPV,3886,0
BEL,SunPV,3887,0
BEL,SunPV,3888,0
BEL,SunPV,3889,0
BEL,SunPV,3890,0
BEL,SunPV,3891,0
BEL,SunPV,3892,0
BEL,SunPV,3893,0.005
BEL,SunPV,3894,0.069
BEL,SunPV,3895,0.17
BEL,SunPV,3896,0.276
BEL,SunPV,3897,0.365
BEL,SunPV,3898,0.564
BEL,SunPV,3899,0.684
BEL,SunPV,3900,0.65
BEL,SunPV,3901,0.656
BEL,SunPV,3902,0.572
BEL,SunPV,3903,0.42
BEL,SunPV,3904,0.38
BEL,SunPV,3905,0.304
BEL,SunPV,3906,0.196
BEL,SunPV,3907,0.07
BEL,SunPV,3908,0.012
BEL,SunPV,3909,0
BEL,SunPV,3910,0
BEL,SunPV,3911,0
BEL,SunPV,3912,0
BEL,SunPV,3913,0
BEL,SunPV,3914,0
BEL,SunPV,3915,0
BEL,SunPV,3916,0
BEL,SunPV,3917,0.001
BEL,SunPV,3918,0.011
BEL,SunPV,3919,0.051
BEL,SunPV,3920,0.139
BEL,SunPV,3921,0.322
BEL,SunPV,3922,0.488
BEL,SunPV,3923,0.606
BEL,SunPV,3924,0.716
BEL,SunPV,3925,0.72
BEL,SunPV,3926,0.687
BEL,SunPV,3927,0.613
BEL,SunPV,3928,0.545
BEL,SunPV,3929,0.444
BEL,SunPV,3930,0.292
BEL,SunPV,3931,0.134
BEL,SunPV,3932,0.02
BEL,SunPV,3933,0
BEL,SunPV,3934,0
BEL,SunPV,3935,0
BEL,SunPV,3936,0
BEL,SunPV,3937,0
BEL,SunPV,3938,0
BEL,SunPV,3939,0
BEL,SunPV,3940,0
BEL,SunPV,3941,0.009
BEL,SunPV,3942,0.071
BEL,SunPV,3943,0.2
BEL,SunPV,3944,0.339
BEL,SunPV,3945,0.49
BEL,SunPV,3946,0.646
BEL,SunPV,3947,0.759
BEL,SunPV,3948,0.796
BEL,SunPV,3949,0.787
BEL,SunPV,3950,0.711
BEL,SunPV,3951,0.623
BEL,SunPV,3952,0.503
BEL,SunPV,3953,0.358
BEL,SunPV,3954,0.218
BEL,SunPV,3955,0.091
BEL,SunPV,3956,0.01
BEL,SunPV,3957,0
BEL,SunPV,3958,0
BEL,SunPV,3959,0
BEL,SunPV,3960,0
BEL,SunPV,3961,0
BEL,SunPV,3962,0
BEL,SunPV,3963,0
BEL,SunPV,3964,0
BEL,SunPV,3965,0.001
BEL,SunPV,3966,0.021
BEL,SunPV,3967,0.071
BEL,SunPV,3968,0.15
BEL,SunPV,3969,0.23
BEL,SunPV,3970,0.328
BEL,SunPV,3971,0.425
BEL,SunPV,3972,0.527
BEL,SunPV,3973,0.554
BEL,SunPV,3974,0.486
BEL,SunPV,3975,0.505
BEL,SunPV,3976,0.47
BEL,SunPV,3977,0.39
BEL,SunPV,3978,0.274
BEL,SunPV,3979,0.134
BEL,SunPV,3980,0.024
BEL,SunPV,3981,0
BEL,SunPV,3982,0
BEL,SunPV,3983,0
BEL,SunPV,3984,0
BEL,SunPV,3985,0
BEL,SunPV,3986,0
BEL,SunPV,3987,0
BEL,SunPV,3988,0
BEL,SunPV,3989,0.009
BEL,SunPV,3990,0.083
BEL,SunPV,3991,0.212
BEL,SunPV,3992,0.376
BEL,SunPV,3993,0.52
BEL,SunPV,3994,0.586
BEL,SunPV,3995,0.538
BEL,SunPV,3996,0.534
BEL,SunPV,3997,0.592
BEL,SunPV,3998,0.69
BEL,SunPV,3999,0.712
BEL,SunPV,4000,0.571
BEL,SunPV,4001,0.383
BEL,SunPV,4002,0.236
BEL,SunPV,4003,0.108
BEL,SunPV,4004,0.023
BEL,SunPV,4005,0
BEL,SunPV,4006,0
BEL,SunPV,4007,0
BEL,SunPV,4008,0
BEL,SunPV,4009,0
BEL,SunPV,4010,0
BEL,SunPV,4011,0
BEL,SunPV,4012,0
BEL,SunPV,4013,0.01
BEL,SunPV,4014,0.078
BEL,SunPV,4015,0.222
BEL,SunPV,4016,0.396
BEL,SunPV,4017,0.554
BEL,SunPV,4018,0.661
BEL,SunPV,4019,0.72
BEL,SunPV,4020,0.73
BEL,SunPV,4021,0.716
BEL,SunPV,4022,0.685
BEL,SunPV,4023,0.601
BEL,SunPV,4024,0.483
BEL,SunPV,4025,0.312
BEL,SunPV,4026,0.191
BEL,SunPV,4027,0.071
BEL,SunPV,4028,0.011
BEL,SunPV,4029,0
BEL,SunPV,4030,0
BEL,SunPV,4031,0
BEL,SunPV,4032,0
BEL,SunPV,4033,0
BEL,SunPV,4034,0
BEL,SunPV,4035,0
BEL,SunPV,4036,0
BEL,SunPV,4037,0.005
BEL,SunPV,4038,0.035
BEL,SunPV,4039,0.097
BEL,SunPV,4040,0.162
BEL,SunPV,4041,0.236
BEL,SunPV,4042,0.304
BEL,SunPV,4043,0.384
BEL,SunPV,4044,0.475
BEL,SunPV,4045,0.589
BEL,SunPV,4046,0.616
BEL,SunPV,4047,0.59
BEL,SunPV,4048,0.463
BEL,SunPV,4049,0.323
BEL,SunPV,4050,0.198
BEL,SunPV,4051,0.078
BEL,SunPV,4052,0.015
BEL,SunPV,4053,0
BEL,SunPV,4054,0
BEL,SunPV,4055,0
BEL,SunPV,4056,0
BEL,SunPV,4057,0
BEL,SunPV,4058,0
BEL,SunPV,4059,0
BEL,SunPV,4060,0
BEL,SunPV,4061,0.003
BEL,SunPV,4062,0.048
BEL,SunPV,4063,0.12
BEL,SunPV,4064,0.234
BEL,SunPV,4065,0.293
BEL,SunPV,4066,0.323
BEL,SunPV,4067,0.268
BEL,SunPV,4068,0.275
BEL,SunPV,4069,0.302
BEL,SunPV,4070,0.229
BEL,SunPV,4071,0.288
BEL,SunPV,4072,0.263
BEL,SunPV,4073,0.201
BEL,SunPV,4074,0.134
BEL,SunPV,4075,0.05
BEL,SunPV,4076,0.005
BEL,SunPV,4077,0
BEL,SunPV,4078,0
BEL,SunPV,4079,0
BEL,SunPV,4080,0
BEL,SunPV,4081,0
BEL,SunPV,4082,0
BEL,SunPV,4083,0
BEL,SunPV,4084,0
BEL,SunPV,4085,0.003
BEL,SunPV,4086,0.044
BEL,SunPV,4087,0.144
BEL,SunPV,4088,0.306
BEL,SunPV,4089,0.364
BEL,SunPV,4090,0.344
BEL,SunPV,4091,0.305
BEL,SunPV,4092,0.362
BEL,SunPV,4093,0.374
BEL,SunPV,4094,0.396
BEL,SunPV,4095,0.396
BEL,SunPV,4096,0.299
BEL,SunPV,4097,0.181
BEL,SunPV,4098,0.082
BEL,SunPV,4099,0.032
BEL,SunPV,4100,0.005
BEL,SunPV,4101,0
BEL,SunPV,4102,0
BEL,SunPV,4103,0
BEL,SunPV,4104,0
BEL,SunPV,4105,0
BEL,SunPV,4106,0
BEL,SunPV,4107,0
BEL,SunPV,4108,0
BEL,SunPV,4109,0.001
BEL,SunPV,4110,0.024
BEL,SunPV,4111,0.059
BEL,SunPV,4112,0.096
BEL,SunPV,4113,0.17
BEL,SunPV,4114,0.206
BEL,SunPV,4115,0.3
BEL,SunPV,4116,0.432
BEL,SunPV,4117,0.534
BEL,SunPV,4118,0.571
BEL,SunPV,4119,0.517
BEL,SunPV,4120,0.427
BEL,SunPV,4121,0.312
BEL,SunPV,4122,0.196
BEL,SunPV,4123,0.085
BEL,SunPV,4124,0.011
BEL,SunPV,4125,0
BEL,SunPV,4126,0
BEL,SunPV,4127,0
BEL,SunPV,4128,0
BEL,SunPV,4129,0
BEL,SunPV,4130,0
BEL,SunPV,4131,0
BEL,SunPV,4132,0
BEL,SunPV,4133,0.003
BEL,SunPV,4134,0.016
BEL,SunPV,4135,0.029
BEL,SunPV,4136,0.054
BEL,SunPV,4137,0.093
BEL,SunPV,4138,0.126
BEL,SunPV,4139,0.142
BEL,SunPV,4140,0.135
BEL,SunPV,4141,0.16
BEL,SunPV,4142,0.163
BEL,SunPV,4143,0.143
BEL,SunPV,4144,0.1
BEL,SunPV,4145,0.067
BEL,SunPV,4146,0.075
BEL,SunPV,4147,0.052
BEL,SunPV,4148,0.01
BEL,SunPV,4149,0
BEL,SunPV,4150,0
BEL,SunPV,4151,0
BEL,SunPV,4152,0
BEL,SunPV,4153,0
BEL,SunPV,4154,0
BEL,SunPV,4155,0
BEL,SunPV,4156,0
BEL,SunPV,4157,0.006
BEL,SunPV,4158,0.057
BEL,SunPV,4159,0.135
BEL,SunPV,4160,0.203
BEL,SunPV,4161,0.313
BEL,SunPV,4162,0.36
BEL,SunPV,4163,0.342
BEL,SunPV,4164,0.376
BEL,SunPV,4165,0.388
BEL,SunPV,4166,0.369
BEL,SunPV,4167,0.324
BEL,SunPV,4168,0.306
BEL,SunPV,4169,0.201
BEL,SunPV,4170,0.137
BEL,SunPV,4171,0.069
BEL,SunPV,4172,0.012
BEL,SunPV,4173,0
BEL,SunPV,4174,0
BEL,SunPV,4175,0
BEL,SunPV,4176,0
BEL,SunPV,4177,0
BEL,SunPV,4178,0
BEL,SunPV,4179,0
BEL,SunPV,4180,0
BEL,SunPV,4181,0.004
BEL,SunPV,4182,0.046
BEL,SunPV,4183,0.143
BEL,SunPV,4184,0.282
BEL,SunPV,4185,0.408
BEL,SunPV,4186,0.499
BEL,SunPV,4187,0.581
BEL,SunPV,4188,0.652
BEL,SunPV,4189,0.674
BEL,SunPV,4190,0.626
BEL,SunPV,4191,0.57
BEL,SunPV,4192,0.509
BEL,SunPV,4193,0.393
BEL,SunPV,4194,0.266
BEL,SunPV,4195,0.121
BEL,SunPV,4196,0.022
BEL,SunPV,4197,0
BEL,SunPV,4198,0
BEL,SunPV,4199,0
BEL,SunPV,4200,0
BEL,SunPV,4201,0
BEL,SunPV,4202,0
BEL,SunPV,4203,0
BEL,SunPV,4204,0
BEL,SunPV,4205,0.004
BEL,SunPV,4206,0.072
BEL,SunPV,4207,0.203
BEL,SunPV,4208,0.369
BEL,SunPV,4209,0.526
BEL,SunPV,4210,0.639
BEL,SunPV,4211,0.737
BEL,SunPV,4212,0.792
BEL,SunPV,4213,0.797
BEL,SunPV,4214,0.707
BEL,SunPV,4215,0.618
BEL,SunPV,4216,0.54
BEL,SunPV,4217,0.406
BEL,SunPV,4218,0.258
BEL,SunPV,4219,0.111
BEL,SunPV,4220,0.015
BEL,SunPV,4221,0
BEL,SunPV,4222,0
BEL,SunPV,4223,0
BEL,SunPV,4224,0
BEL,SunPV,4225,0
BEL,SunPV,4226,0
BEL,SunPV,4227,0
BEL,SunPV,4228,0
BEL,SunPV,4229,0.007
BEL,SunPV,4230,0.065
BEL,SunPV,4231,0.168
BEL,SunPV,4232,0.32
BEL,SunPV,4233,0.435
BEL,SunPV,4234,0.52
BEL,SunPV,4235,0.518
BEL,SunPV,4236,0.501
BEL,SunPV,4237,0.465
BEL,SunPV,4238,0.442
BEL,SunPV,4239,0.422
BEL,SunPV,4240,0.374
BEL,SunPV,4241,0.258
BEL,SunPV,4242,0.139
BEL,SunPV,4243,0.039
BEL,SunPV,4244,0.005
BEL,SunPV,4245,0
BEL,SunPV,4246,0
BEL,SunPV,4247,0
BEL,SunPV,4248,0
BEL,SunPV,4249,0
BEL,SunPV,4250,0
BEL,SunPV,4251,0
BEL,SunPV,4252,0
BEL,SunPV,4253,0.007
BEL,SunPV,4254,0.066
BEL,SunPV,4255,0.136
BEL,SunPV,4256,0.201
BEL,SunPV,4257,0.308
BEL,SunPV,4258,0.462
BEL,SunPV,4259,0.568
BEL,SunPV,4260,0.612
BEL,SunPV,4261,0.654
BEL,SunPV,4262,0.662
BEL,SunPV,4263,0.568
BEL,SunPV,4264,0.531
BEL,SunPV,4265,0.417
BEL,SunPV,4266,0.261
BEL,SunPV,4267,0.122
BEL,SunPV,4268,0.021
BEL,SunPV,4269,0
BEL,SunPV,4270,0
BEL,SunPV,4271,0
BEL,SunPV,4272,0
BEL,SunPV,4273,0
BEL,SunPV,4274,0
BEL,SunPV,4275,0
BEL,SunPV,4276,0
BEL,SunPV,4277,0.007
BEL,SunPV,4278,0.066
BEL,SunPV,4279,0.187
BEL,SunPV,4280,0.319
BEL,SunPV,4281,0.462
BEL,SunPV,4282,0.554
BEL,SunPV,4283,0.588
BEL,SunPV,4284,0.658
BEL,SunPV,4285,0.707
BEL,SunPV,4286,0.703
BEL,SunPV,4287,0.606
BEL,SunPV,4288,0.447
BEL,SunPV,4289,0.312
BEL,SunPV,4290,0.17
BEL,SunPV,4291,0.052
BEL,SunPV,4292,0.006
BEL,SunPV,4293,0
BEL,SunPV,4294,0
BEL,SunPV,4295,0
BEL,SunPV,4296,0
BEL,SunPV,4297,0
BEL,SunPV,4298,0
BEL,SunPV,4299,0
BEL,SunPV,4300,0
BEL,SunPV,4301,0.004
BEL,SunPV,4302,0.052
BEL,SunPV,4303,0.166
BEL,SunPV,4304,0.318
BEL,SunPV,4305,0.468
BEL,SunPV,4306,0.591
BEL,SunPV,4307,0.687
BEL,SunPV,4308,0.747
BEL,SunPV,4309,0.778
BEL,SunPV,4310,0.748
BEL,SunPV,4311,0.674
BEL,SunPV,4312,0.57
BEL,SunPV,4313,0.393
BEL,SunPV,4314,0.238
BEL,SunPV,4315,0.102
BEL,SunPV,4316,0.018
BEL,SunPV,4317,0
BEL,SunPV,4318,0
BEL,SunPV,4319,0
BEL,SunPV,4320,0
BEL,SunPV,4321,0
BEL,SunPV,4322,0
BEL,SunPV,4323,0
BEL,SunPV,4324,0
BEL,SunPV,4325,0.008
BEL,SunPV,4326,0.075
BEL,SunPV,4327,0.212
BEL,SunPV,4328,0.379
BEL,SunPV,4329,0.538
BEL,SunPV,4330,0.671
BEL,SunPV,4331,0.765
BEL,SunPV,4332,0.814
BEL,SunPV,4333,0.827
BEL,SunPV,4334,0.794
BEL,SunPV,4335,0.721
BEL,SunPV,4336,0.607
BEL,SunPV,4337,0.462
BEL,SunPV,4338,0.298
BEL,SunPV,4339,0.142
BEL,SunPV,4340,0.027
BEL,SunPV,4341,0
BEL,SunPV,4342,0
BEL,SunPV,4343,0
BEL,SunPV,4344,0
BEL,SunPV,4345,0
BEL,SunPV,4346,0
BEL,SunPV,4347,0
BEL,SunPV,4348,0
BEL,SunPV,4349,0.007
BEL,SunPV,4350,0.07
BEL,SunPV,4351,0.195
BEL,SunPV,4352,0.368
BEL,SunPV,4353,0.521
BEL,SunPV,4354,0.642
BEL,SunPV,4355,0.731
BEL,SunPV,4356,0.78
BEL,SunPV,4357,0.789
BEL,SunPV,4358,0.758
BEL,SunPV,4359,0.688
BEL,SunPV,4360,0.585
BEL,SunPV,4361,0.44
BEL,SunPV,4362,0.281
BEL,SunPV,4363,0.135
BEL,SunPV,4364,0.024
BEL,SunPV,4365,0
BEL,SunPV,4366,0
BEL,SunPV,4367,0
BEL,SunPV,4368,0
BEL,SunPV,4369,0
BEL,SunPV,4370,0
BEL,SunPV,4371,0
BEL,SunPV,4372,0
BEL,SunPV,4373,0.007
BEL,SunPV,4374,0.066
BEL,SunPV,4375,0.199
BEL,SunPV,4376,0.336
BEL,SunPV,4377,0.472
BEL,SunPV,4378,0.524
BEL,SunPV,4379,0.552
BEL,SunPV,4380,0.617
BEL,SunPV,4381,0.7
BEL,SunPV,4382,0.665
BEL,SunPV,4383,0.577
BEL,SunPV,4384,0.445
BEL,SunPV,4385,0.317
BEL,SunPV,4386,0.204
BEL,SunPV,4387,0.093
BEL,SunPV,4388,0.015
BEL,SunPV,4389,0
BEL,SunPV,4390,0
BEL,SunPV,4391,0
BEL,SunPV,4392,0
BEL,SunPV,4393,0
BEL,SunPV,4394,0
BEL,SunPV,4395,0
BEL,SunPV,4396,0
BEL,SunPV,4397,0.004
BEL,SunPV,4398,0.066
BEL,SunPV,4399,0.195
BEL,SunPV,4400,0.356
BEL,SunPV,4401,0.51
BEL,SunPV,4402,0.635
BEL,SunPV,4403,0.716
BEL,SunPV,4404,0.748
BEL,SunPV,4405,0.754
BEL,SunPV,4406,0.756
BEL,SunPV,4407,0.686
BEL,SunPV,4408,0.568
BEL,SunPV,4409,0.413
BEL,SunPV,4410,0.251
BEL,SunPV,4411,0.102
BEL,SunPV,4412,0.019
BEL,SunPV,4413,0
BEL,SunPV,4414,0
BEL,SunPV,4415,0
BEL,SunPV,4416,0
BEL,SunPV,4417,0
BEL,SunPV,4418,0
BEL,SunPV,4419,0
BEL,SunPV,4420,0
BEL,SunPV,4421,0.008
BEL,SunPV,4422,0.073
BEL,SunPV,4423,0.195
BEL,SunPV,4424,0.357
BEL,SunPV,4425,0.495
BEL,SunPV,4426,0.576
BEL,SunPV,4427,0.631
BEL,SunPV,4428,0.689
BEL,SunPV,4429,0.667
BEL,SunPV,4430,0.597
BEL,SunPV,4431,0.453
BEL,SunPV,4432,0.35
BEL,SunPV,4433,0.216
BEL,SunPV,4434,0.128
BEL,SunPV,4435,0.066
BEL,SunPV,4436,0.01
BEL,SunPV,4437,0
BEL,SunPV,4438,0
BEL,SunPV,4439,0
BEL,SunPV,4440,0
BEL,SunPV,4441,0
BEL,SunPV,4442,0
BEL,SunPV,4443,0
BEL,SunPV,4444,0
BEL,SunPV,4445,0.003
BEL,SunPV,4446,0.054
BEL,SunPV,4447,0.147
BEL,SunPV,4448,0.258
BEL,SunPV,4449,0.42
BEL,SunPV,4450,0.51
BEL,SunPV,4451,0.463
BEL,SunPV,4452,0.378
BEL,SunPV,4453,0.36
BEL,SunPV,4454,0.368
BEL,SunPV,4455,0.364
BEL,SunPV,4456,0.326
BEL,SunPV,4457,0.255
BEL,SunPV,4458,0.189
BEL,SunPV,4459,0.099
BEL,SunPV,4460,0.012
BEL,SunPV,4461,0
BEL,SunPV,4462,0
BEL,SunPV,4463,0
BEL,SunPV,4464,0
BEL,SunPV,4465,0
BEL,SunPV,4466,0
BEL,SunPV,4467,0
BEL,SunPV,4468,0
BEL,SunPV,4469,0.004
BEL,SunPV,4470,0.067
BEL,SunPV,4471,0.2
BEL,SunPV,4472,0.361
BEL,SunPV,4473,0.531
BEL,SunPV,4474,0.657
BEL,SunPV,4475,0.715
BEL,SunPV,4476,0.692
BEL,SunPV,4477,0.717
BEL,SunPV,4478,0.705
BEL,SunPV,4479,0.659
BEL,SunPV,4480,0.582
BEL,SunPV,4481,0.46
BEL,SunPV,4482,0.296
BEL,SunPV,4483,0.139
BEL,SunPV,4484,0.024
BEL,SunPV,4485,0
BEL,SunPV,4486,0
BEL,SunPV,4487,0
BEL,SunPV,4488,0
BEL,SunPV,4489,0
BEL,SunPV,4490,0
BEL,SunPV,4491,0
BEL,SunPV,4492,0
BEL,SunPV,4493,0.004
BEL,SunPV,4494,0.054
BEL,SunPV,4495,0.165
BEL,SunPV,4496,0.262
BEL,SunPV,4497,0.308
BEL,SunPV,4498,0.336
BEL,SunPV,4499,0.304
BEL,SunPV,4500,0.327
BEL,SunPV,4501,0.357
BEL,SunPV,4502,0.204
BEL,SunPV,4503,0.163
BEL,SunPV,4504,0.206
BEL,SunPV,4505,0.206
BEL,SunPV,4506,0.15
BEL,SunPV,4507,0.077
BEL,SunPV,4508,0.015
BEL,SunPV,4509,0
BEL,SunPV,4510,0
BEL,SunPV,4511,0
BEL,SunPV,4512,0
BEL,SunPV,4513,0
BEL,SunPV,4514,0
BEL,SunPV,4515,0
BEL,SunPV,4516,0
BEL,SunPV,4517,0.002
BEL,SunPV,4518,0.046
BEL,SunPV,4519,0.119
BEL,SunPV,4520,0.185
BEL,SunPV,4521,0.246
BEL,SunPV,4522,0.276
BEL,SunPV,4523,0.191
BEL,SunPV,4524,0.228
BEL,SunPV,4525,0.245
BEL,SunPV,4526,0.231
BEL,SunPV,4527,0.208
BEL,SunPV,4528,0.18
BEL,SunPV,4529,0.188
BEL,SunPV,4530,0.111
BEL,SunPV,4531,0.062
BEL,SunPV,4532,0.01
BEL,SunPV,4533,0
BEL,SunPV,4534,0
BEL,SunPV,4535,0
BEL,SunPV,4536,0
BEL,SunPV,4537,0
BEL,SunPV,4538,0
BEL,SunPV,4539,0
BEL,SunPV,4540,0
BEL,SunPV,4541,0.001
BEL,SunPV,4542,0.04
BEL,SunPV,4543,0.145
BEL,SunPV,4544,0.26
BEL,SunPV,4545,0.377
BEL,SunPV,4546,0.44
BEL,SunPV,4547,0.504
BEL,SunPV,4548,0.535
BEL,SunPV,4549,0.496
BEL,SunPV,4550,0.531
BEL,SunPV,4551,0.504
BEL,SunPV,4552,0.472
BEL,SunPV,4553,0.387
BEL,SunPV,4554,0.272
BEL,SunPV,4555,0.133
BEL,SunPV,4556,0.021
BEL,SunPV,4557,0
BEL,SunPV,4558,0
BEL,SunPV,4559,0
BEL,SunPV,4560,0
BEL,SunPV,4561,0
BEL,SunPV,4562,0
BEL,SunPV,4563,0
BEL,SunPV,4564,0
BEL,SunPV,4565,0.006
BEL,SunPV,4566,0.068
BEL,SunPV,4567,0.201
BEL,SunPV,4568,0.374
BEL,SunPV,4569,0.536
BEL,SunPV,4570,0.667
BEL,SunPV,4571,0.762
BEL,SunPV,4572,0.811
BEL,SunPV,4573,0.821
BEL,SunPV,4574,0.79
BEL,SunPV,4575,0.718
BEL,SunPV,4576,0.608
BEL,SunPV,4577,0.465
BEL,SunPV,4578,0.298
BEL,SunPV,4579,0.139
BEL,SunPV,4580,0.023
BEL,SunPV,4581,0
BEL,SunPV,4582,0
BEL,SunPV,4583,0
BEL,SunPV,4584,0
BEL,SunPV,4585,0
BEL,SunPV,4586,0
BEL,SunPV,4587,0
BEL,SunPV,4588,0
BEL,SunPV,4589,0.003
BEL,SunPV,4590,0.053
BEL,SunPV,4591,0.192
BEL,SunPV,4592,0.351
BEL,SunPV,4593,0.512
BEL,SunPV,4594,0.641
BEL,SunPV,4595,0.731
BEL,SunPV,4596,0.78
BEL,SunPV,4597,0.787
BEL,SunPV,4598,0.736
BEL,SunPV,4599,0.662
BEL,SunPV,4600,0.565
BEL,SunPV,4601,0.419
BEL,SunPV,4602,0.252
BEL,SunPV,4603,0.107
BEL,SunPV,4604,0.018
BEL,SunPV,4605,0
BEL,SunPV,4606,0
BEL,SunPV,4607,0
BEL,SunPV,4608,0
BEL,SunPV,4609,0
BEL,SunPV,4610,0
BEL,SunPV,4611,0
BEL,SunPV,4612,0
BEL,SunPV,4613,0.002
BEL,SunPV,4614,0.046
BEL,SunPV,4615,0.112
BEL,SunPV,4616,0.208
BEL,SunPV,4617,0.291
BEL,SunPV,4618,0.301
BEL,SunPV,4619,0.324
BEL,SunPV,4620,0.283
BEL,SunPV,4621,0.231
BEL,SunPV,4622,0.162
BEL,SunPV,4623,0.13
BEL,SunPV,4624,0.144
BEL,SunPV,4625,0.188
BEL,SunPV,4626,0.118
BEL,SunPV,4627,0.048
BEL,SunPV,4628,0.007
