from,to,time_step,flow
l3_l0_l2_l1,l7_l5_l4_l6,3,791.9696133949001
l3_l0_l2_l1,l7_l5_l4_l6,5,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,8,1996.09714832811
l3_l0_l2_l1,l7_l5_l4_l6,9,947.190747161796
l3_l0_l2_l1,l7_l5_l4_l6,11,1083.5392628977897
l3_l0_l2_l1,l7_l5_l4_l6,12,1339.3603283434713
l3_l0_l2_l1,l7_l5_l4_l6,13,459.7338023440643
l3_l0_l2_l1,l7_l5_l4_l6,14,398.1073672330276
l3_l0_l2_l1,l7_l5_l4_l6,15,440.6927597856593
l3_l0_l2_l1,l7_l5_l4_l6,16,412.3566312144976
l3_l0_l2_l1,l7_l5_l4_l6,18,1797.4966307994255
l3_l0_l2_l1,l7_l5_l4_l6,23,823.2397190645825
l3_l0_l2_l1,l7_l5_l4_l6,26,596.3540526724755
l3_l0_l2_l1,l7_l5_l4_l6,27,1035.515845353384
l3_l0_l2_l1,l7_l5_l4_l6,31,1338.7021529328886
l3_l0_l2_l1,l7_l5_l4_l6,33,493.4632303777944
l3_l0_l2_l1,l7_l5_l4_l6,35,886.3944896619942
l3_l0_l2_l1,l7_l5_l4_l6,37,1582.7606404044818
l3_l0_l2_l1,l7_l5_l4_l6,41,211.22576751517045
l3_l0_l2_l1,l7_l5_l4_l6,44,1856.7118673656478
l3_l0_l2_l1,l7_l5_l4_l6,46,22.01152294505664
l3_l0_l2_l1,l7_l5_l4_l6,48,1063.2189442319795
l3_l0_l2_l1,l7_l5_l4_l6,52,1009.5817569979408
l3_l0_l2_l1,l7_l5_l4_l6,53,850.2608474848166
l3_l0_l2_l1,l7_l5_l4_l6,54,728.9314903500854
l3_l0_l2_l1,l7_l5_l4_l6,56,979.4611317440249
l3_l0_l2_l1,l7_l5_l4_l6,57,1437.9608601954897
l3_l0_l2_l1,l7_l5_l4_l6,59,1155.4566475540487
l3_l0_l2_l1,l7_l5_l4_l6,60,1138.0728978395782
l3_l0_l2_l1,l7_l5_l4_l6,64,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,66,280.39621893626827
l3_l0_l2_l1,l7_l5_l4_l6,67,715.1673637186432
l3_l0_l2_l1,l7_l5_l4_l6,68,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,69,1090.8180456203336
l3_l0_l2_l1,l7_l5_l4_l6,70,748.8188539269104
l3_l0_l2_l1,l7_l5_l4_l6,71,1272.9757438229244
l3_l0_l2_l1,l7_l5_l4_l6,72,88.9074142486279
l3_l0_l2_l1,l7_l5_l4_l6,73,954.0140472362618
l3_l0_l2_l1,l7_l5_l4_l6,75,998.5857621253163
l3_l0_l2_l1,l7_l5_l4_l6,76,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,82,741.6315367057286
l3_l0_l2_l1,l7_l5_l4_l6,83,1331.473665919104
l3_l0_l2_l1,l7_l5_l4_l6,87,414.90374615257315
l3_l0_l2_l1,l7_l5_l4_l6,88,1297.0064636373208
l3_l0_l2_l1,l7_l5_l4_l6,89,787.4397057270289
l3_l0_l2_l1,l7_l5_l4_l6,91,1229.2303302397668
l3_l0_l2_l1,l7_l5_l4_l6,92,499.01858404502855
l3_l0_l2_l1,l7_l5_l4_l6,93,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,95,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,98,751.1954315688054
l3_l0_l2_l1,l7_l5_l4_l6,101,711.2347507685154
l3_l0_l2_l1,l7_l5_l4_l6,102,2000.0
l3_l0_l2_l1,l7_l5_l4_l6,104,1898.013931898804
l3_l0_l2_l1,l7_l5_l4_l6,106,658.510523266039
l3_l0_l2_l1,l7_l5_l4_l6,108,984.9824222584721
